news,labels
USDCAD is onceagain threatening a fouryear high,negative
Gold spills through last weeks lows in decline,negative
Will Berlusconi pull the plug on the Italian government,neutral
Bond wont be spoiling the party in US trading today,neutral
What technical level are in play to start the US session in the major currency pairs,neutral
ForexLive European FX news wrap Dollar gains as Trump trades continue,positive
Forward guidance The latest fall fashion from your central bank,neutral
Gold pullback might prove to be timely for dip buyers,positive
Copper Technical Analysis The sentiment remains cautious,positive
Is Amazon stock a buy or sell,neutral
PBOC governor will maintain yuan exchange rate at a reasonable balanced level,neutral
Crude Oil Technical Analysis The bulls need to break this key resistance,positive
SNB total sight deposits we November CHF bn vs CHF bn prior,negative
Carney trying to win hearts but hes courting inflation,neutral
Weekly update on interest rate expectations,neutral
China October M money supply vs yy expected,neutral
European indices hold firmer at the open today,positive
Gold Technical Analysis The Fed might be forced to pause earlier than expected,negative
Dollar stays poised to start the new week,positive
Market Outlook for the Week of November,neutral
UK and European financials pointing to a fresh start in the economy,positive
Japan parliament votes to keep Ishiba as prime minister,neutral
Eurostoxx futures in early European trading,positive
FX option expiries for November am New York cut,neutral
Reminder It is a partial US market holiday today,negative
SNBs Martin We have made absolutely no commitment to keep cutting interest rates,neutral
Central bankers rule the FX world as well as all others,neutral
ForexLive AsiaPacific FX news wrap USDJPY up points to,positive
ECB board member Elizabeth McCaul speaking Monday on supervision,neutral
ICYMI US ordered TSMC to halt shipments to China of chips used in AI applications,negative
Fed adds to the volatility with taper talk but China holds the interest rate trump card,neutral
Chatter around that China is likely to implement stronger fiscal policies in,positive
USDJPY surging still highs above,positive
Reserve Bank of New Zealand inflation expectations survey yr at prior,negative
EURUSD forecast Trump policies likely to be watered down USD wont sustain its strength,negative
China to counter Trump tariffs with massive incentives to Europe Asia,positive
PBOC sets USD CNY reference rate for today at vs estimate at,neutral
Carney playing a dangerous game to get the Conservatives reelected,neutral
Morgan Stanley on the Impact of Trumps Tariffs Immigration and Fiscal policies,neutral
BOJ divided on rate hike timing USDJPY pops a little higher on the session,positive
PBOC is expected to set the USDCNY reference rate at Reuters estimate,neutral
ICYMI ECB Council Member Urges Prudent Monetary Policy Approach,neutral
BOJ Summary Oct Yens depreciation has significant effects,negative
Moodys said the risks to US fiscal strength have increased,positive
Central bank volatility tells us the end of low rates is near,negative
Bitcoin above USK,positive
German Chancellor Olaf Scholz willing to call parliament vote of confidence preChristmas,neutral
Japan Prime Minister Ishiba faces leadership vote in parliament today,neutral
Heads up for a US holiday on November Stock markets open bonds closed,neutral
ICYMI China inflation data over the weekend showed CPI flirting with deflation,negative
ECBs Holzmann sees no reason not to cut rates in December,negative
The Fed has begun to tighten whats next for markets,neutral
Feds Kashkari Fed wants to have confidence inflation will go all the way back to,neutral
Economic calendar in Asia Monday November,neutral
Trade ideas thread Monday November insightful charts technical analysis ideas,neutral
Louise Cooper Dont stay with the herd stray from the herd,neutral
Monday morning open levels indicative forex prices November,neutral
Weekly Market Outlook November,neutral
Newsquawk Week Ahead US and China CPI US Retail Sales UK and Australian Jobs,neutral
China October CPI yy expected prior deflation prospect lingers,negative
Forexlive Americas FX news wrap US dollar climbs yields retreat,positive
Trumps Treasury Secretary will be a George Soros disciple or a gold bug report,neutral
The UK economy is edging toward a turning point unless it has already turned,positive
What technical levels are key for the major currrency pairs for the week starting Nov,neutral
US stock markets notch records Russell weekly gain is the largest since,positive
USDCHF bounces off the retracement level today Why is that important,negative
MUFG FX Trump trade to resume,neutral
The bond market isnt sure where it lands on the deficit growth and inflation debate,neutral
MUFG trade of the week Short EURUSD,negative
What Warren Buffetts windshield sees for the economy,neutral
Baker Hughes oil rigs unchanged on the week,neutral
The USDCAD remains within an up and down range this week with the bias tilting to upside,negative
SP index reaches but just barely so far,positive
AUDUSD has a up and down week but the bias is lower going into the new week,negative
Trump asks Robert Lighthizer to run trade policy again,neutral
European equity close A chop so far as political questions loom,neutral
Its time to break one of the golden rules of trading,neutral
Some divergence is creeping in between stocks and FX,neutral
NZDUSD sellers in control as we head toward the new trading week Key levels in play,neutral
Expect a massive US import boom in the next days,positive
Put economics back in the philosophy department,neutral
EURUSD ticks lower Moving away from swing area between to,negative
UMich November prelim consumer sentiment vs expected,negative
Mixed start to the trading day NASDAQ marginally lower,negative
US stocks will need some postopening help to keep the winning streak going,positive
The kickstart FX video takes a look at the major currency pairs AND USDCAD after jobs,neutral
The optimism in the Chinese market yesterday was baffling,negative
Europe needs a Hank preferably on both knees in front of Merkel,neutral
Canada October employment change K vs K expected,negative
What technicals are driving the major currency pairs to start the US sessoin,neutral
BOEs Pill There is scope fore more rate cuts if disinflation continues,negative
ForexLive European FX news wrap Dollar keeps steadier China disappoints again,positive
NZDUSD Technical Analysis The USD does the opposite of what it was supposed to do,neutral
Barclays now sees the BOE holding bank rate unchanged in December,neutral
Top Greek statistician persecuted for telling the truth,neutral
The postelection tussle continues to play out,neutral
AUDUSD Technical Analysis We got a sell the fact reaction on Trumps victory,neutral
